cust_id,name,phone,address,city,province
496,CV Zulkarnain Sinaga (Persero) Tbk,+62 (51) 907 7355,Jalan Suryakencana No. 31,Bogor,Jawa Barat
497,CV Saptono Wasita (Persero) Tbk,(000) 447-6793,Jalan Stasiun Wonokromo No. 968,Tangerang,Banten
498,Perum Narpati,+62-590-741-9774,Jalan BKR No. 44,Jakarta Utara,Jakarta
499,CV Narpati (Persero) Tbk,+62 (0499) 553-5787,Gang Cikutra Barat No. 523,Jakarta Utara,Jakarta
500,PT Habibi Mulyani,(077) 590 0283,Jalan Pelajar Pejuang No. 373,Jakarta Timur,Jakarta
501,Perum Rajata Winarno (Persero) Tbk,081 876 5562,Jl. Siliwangi No. 02,Jakarta Utara,Jakarta
502,PT Anggriawan (Persero) Tbk,+62-957-174-7080,Jalan Abdul Muis No. 07,Jakarta Timur,Jakarta
503,PT Purwanti Yuniar (Persero) Tbk,+62 (084) 738 1096,Jalan Wonoayu No. 7,Jakarta Utara,Jakarta
504,PT Kusumo Nugroho,+62-054-755-0407,Jl. Jayawijaya No. 150,Bogor,Jawa Barat
505,Perum Saputra,(0733) 999-8353,Jl. Bangka Raya No. 7,Bekasi,Jawa Barat
506,CV Mangunsong,+62 (0719) 093 1989,Gg. Veteran No. 02,Jakarta Utara,Jakarta
507,PD Usada Saptono,(0153) 338 3165,Gg. Gedebage Selatan No. 3,Depok,Jawa Barat
508,CV Nuraini,+62 (010) 952-7939,Jalan Pacuan Kuda No. 0,Jakarta Selatan,Jakarta
509,PT Ardianto Anggraini (Persero) Tbk,(0837) 518 0306,Gang Pasirkoja No. 27,Jakarta Selatan,Jakarta
510,UD Saefullah Utami,+62 (096) 898-1463,Jalan Antapani Lama No. 530,Tangerang,Banten
511,UD Prasasta Adriansyah (Persero) Tbk,089 670 5288,Gang Kapten Muslihat No. 48,Depok,Jawa Barat
512,PD Irawan (Persero) Tbk,+62 (014) 934 8532,Jl. Stasiun Wonokromo No. 85,Jakarta Selatan,Jakarta
513,Perum Putra Uyainah,+62-98-643-3576,Jl. Lembong No. 785,Jakarta Utara,Jakarta
514,PT Prakasa Salahudin (Persero) Tbk,0801017428,Gg. Gardujati No. 334,Jakarta Timur,Jakarta
515,CV Namaga Kuswoyo Tbk,(0244) 574-3260,Jl. Erlangga No. 52,Jakarta Utara,Jakarta
516,PD Purnawati Halim,089 223 4485,Jalan Kapten Muslihat No. 6,Tangerang Selatan,Banten
517,PD Wijayanti Yuniar Tbk,+62-86-185-3322,Jalan Lembong No. 789,Depok,Jawa Barat
518,CV Uyainah Utami,081 545 0267,Jalan Ahmad Yani No. 58,Jakarta Selatan,Jakarta
519,Perum Simanjuntak,(0329) 282-8930,Gang Sukajadi No. 6,Jakarta Selatan,Jakarta
520,Perum Wibisono Habibi Tbk,+62 (0484) 443 5784,Jalan Asia Afrika No. 647,Jakarta Timur,Jakarta
521,Perum Rahayu Kurniawan (Persero) Tbk,(0877) 791-7487,Jl. Yos Sudarso No. 7,Bogor,Jawa Barat
522,Perum Marpaung (Persero) Tbk,+62 (024) 857 8999,Jl. R.E Martadinata No. 66,Jakarta Selatan,Jakarta
523,PD Suartini (Persero) Tbk,+62 (0016) 052-6417,Gg. Pasteur No. 4,Bogor,Jawa Barat
524,PD Namaga (Persero) Tbk,+62-074-676-8983,Jalan Setiabudhi No. 60,Jakarta Timur,Jakarta
525,CV Yolanda Agustina (Persero) Tbk,+62 (0873) 226-5571,Jl. Peta No. 7,Jakarta Barat,Jakarta
526,CV Waskita,087 739 5670,Gang Jend. Sudirman No. 2,Jakarta Timur,Jakarta
527,PD Samosir Saragih (Persero) Tbk,(0483) 467-0225,Gg. Antapani Lama No. 4,Depok,Jawa Barat
528,CV Usada Tampubolon,+62 (001) 680-3104,Gg. Sadang Serang No. 35,Bogor,Jawa Barat
529,Perum Adriansyah Pradana,+62 (0471) 487 6123,Jl. Kebonjati No. 4,Tangerang,Banten
530,Perum Wahyudin,(061) 180 2854,Gang Cikutra Timur No. 4,Jakarta Selatan,Jakarta
531,PT Pranowo Hidayat Tbk,+62 (358) 940 1457,Jl. Ir. H. Djuanda No. 183,Bogor,Jawa Barat
532,Perum Pratama Sihotang,+62 (420) 964 4788,Gg. Jakarta No. 49,Jakarta Selatan,Jakarta
533,PD Prasetya (Persero) Tbk,+62-39-829-3683,Jl. Pasteur No. 56,Tangerang Selatan,Banten
534,UD Mandasari Tbk,+62 (941) 087-2250,Gg. Tebet Barat Dalam No. 68,Jakarta Selatan,Jakarta
535,CV Lazuardi Tbk,+62 (090) 661-6594,Jalan Joyoboyo No. 50,Depok,Jawa Barat
536,CV Tamba,+62-006-969-4335,Jalan BKR No. 467,Bogor,Jawa Barat
537,PT Safitri,+62 (0062) 608 7175,Jl. Kutai No. 0,Bekasi,Jawa Barat
538,CV Mangunsong,085 478 9957,Jalan Pasir Koja No. 2,Jakarta Timur,Jakarta
539,PT Hassanah (Persero) Tbk,+62 (0147) 042-6421,Gg. Ir. H. Djuanda No. 046,Jakarta Pusat,Jakarta
540,Perum Januar Hartati (Persero) Tbk,+62 (071) 691 0427,Jalan Kendalsari No. 52,Bekasi,Jawa Barat
541,PD Winarno,(0100) 788 2575,Gg. Sentot Alibasa No. 7,Jakarta Timur,Jakarta
542,Perum Waluyo Mardhiyah Tbk,+62-0622-604-2959,Gang Suniaraja No. 938,Jakarta Timur,Jakarta
543,PD Rahmawati Mulyani,+62 (076) 216 5817,Jalan Moch. Toha No. 405,Jakarta Utara,Jakarta
544,UD Yuliarti,(053) 117-3536,Jl. Kapten Muslihat No. 495,Jakarta Selatan,Jakarta
545,PD Setiawan,+62 (400) 886-7934,Jl. Jakarta No. 1,Jakarta Utara,Jakarta
546,Perum Firgantoro Handayani (Persero) Tbk,+62 (0029) 731 9083,Gg. Ahmad Dahlan No. 84,Jakarta Utara,Jakarta
547,PT Wibisono (Persero) Tbk,+62 (046) 517-6189,Jalan Cikapayang No. 6,Jakarta Utara,Jakarta
548,PD Damanik Tamba Tbk,(074) 832 4273,Gang Gedebage Selatan No. 31,Jakarta Timur,Jakarta
822,UD Uyainah,087 105 6422,Gang Ciwastra No. 555,Jakarta Timur,Jakarta
549,PT Melani Adriansyah,+62 (754) 334-8280,Jalan Cihampelas No. 71,Jakarta Barat,Jakarta
550,PT Marpaung Uwais Tbk,+62 (088) 497-6533,Jalan Jend. A. Yani No. 6,Bekasi,Jawa Barat
551,UD Lazuardi Waluyo,+62 (040) 174-3925,Gang Astana Anyar No. 3,Jakarta Selatan,Jakarta
552,UD Habibi,+62-098-714-6866,Gang Raya Setiabudhi No. 382,Jakarta Timur,Jakarta
553,PD Palastri Saptono (Persero) Tbk,088 231 1484,Jl. Bangka Raya No. 712,Tangerang,Banten
554,CV Yulianti Nababan,+62 (0941) 214 2406,Jalan Stasiun Wonokromo No. 1,Jakarta Utara,Jakarta
555,CV Winarno (Persero) Tbk,+62 (71) 412-4675,Gang KH Amin Jasuta No. 1,Jakarta Barat,Jakarta
556,UD Mayasari (Persero) Tbk,+62-671-753-4889,Gg. Bangka Raya No. 322,Jakarta Timur,Jakarta
557,PT Astuti Rahmawati,+62-305-384-7855,Gg. Kutai No. 60,Bogor,Jawa Barat
558,CV Uyainah,+62 (0920) 300-2610,Jl. H.J Maemunah No. 52,Jakarta Utara,Jakarta
559,PT Uyainah Hariyah,+62-004-670-2427,Gg. Joyoboyo No. 754,Jakarta Timur,Jakarta
560,PT Hakim (Persero) Tbk,+62 (022) 036 8922,Gang Cikutra Timur No. 705,Jakarta Timur,Jakarta
561,CV Siregar Permadi,(024) 483 3646,Gang Jayawijaya No. 74,Bekasi,Jawa Barat
562,PD Nashiruddin Hidayanto (Persero) Tbk,+62 (101) 908 3619,Jalan Stasiun Wonokromo No. 800,Jakarta Timur,Jakarta
563,UD Rajasa,+62 (0529) 144 8445,Gang HOS. Cokroaminoto No. 15,Jakarta Selatan,Jakarta
564,PT Rahmawati Tarihoran,+62-01-078-7478,Gang Sukajadi No. 179,Jakarta Timur,Jakarta
565,UD Yuniar,0836409627,Gang Ciwastra No. 7,Jakarta Barat,Jakarta
566,Perum Simbolon Usada (Persero) Tbk,+62-61-863-3097,Jalan Sadang Serang No. 47,Bogor,Jawa Barat
567,UD Pangestu Waskita (Persero) Tbk,+62 (0436) 343 8038,Jl. HOS. Cokroaminoto No. 9,Bekasi,Jawa Barat
568,Perum Rahimah,0844085567,Gg. Ir. H. Djuanda No. 940,Jakarta Timur,Jakarta
569,PD Manullang (Persero) Tbk,(0676) 551 1838,Jalan Sukajadi No. 080,Jakarta Barat,Jakarta
570,UD Maryadi,+62 (088) 416-9767,Jalan Kutisari Selatan No. 7,Tangerang,Banten
571,CV Siregar Halimah,0803160286,Jl. Kebonjati No. 782,Bekasi,Jawa Barat
572,PT Budiman,(021) 729-7285,Gang Soekarno Hatta No. 023,Jakarta Barat,Jakarta
573,CV Sihombing Natsir,+62-098-426-1972,Gang Pacuan Kuda No. 589,Jakarta Timur,Jakarta
574,PT Tampubolon Halimah (Persero) Tbk,+62 (332) 069-2651,Jalan Joyoboyo No. 31,Bekasi,Jawa Barat
575,PT Salahudin (Persero) Tbk,+62-0077-445-0946,Gang Merdeka No. 224,Jakarta Barat,Jakarta
576,UD Simanjuntak Tbk,+62-911-140-8549,Jalan PHH. Mustofa No. 9,Jakarta Pusat,Jakarta
577,PD Anggraini Nasyiah (Persero) Tbk,(090) 187 7660,Jl. BKR No. 598,Jakarta Barat,Jakarta
578,Perum Wastuti,+62-0623-326-2880,Gang Ciwastra No. 3,Depok,Jawa Barat
579,CV Wasita Tbk,+62 (522) 480 3504,Jalan Jend. A. Yani No. 2,Jakarta Selatan,Jakarta
580,PD Mandala (Persero) Tbk,+62 (0477) 575-9823,Gang Suniaraja No. 667,Jakarta Barat,Jakarta
581,Perum Iswahyudi,+62 (061) 884 5659,Jl. Gardujati No. 5,Tangerang,Banten
582,CV Rahmawati,(027) 587-3218,Gg. Dipenogoro No. 9,Jakarta Barat,Jakarta
583,PT Mahendra Prastuti,(049) 768 0335,Jl. Moch. Toha No. 74,Jakarta Selatan,Jakarta
584,CV Nashiruddin,+62 (087) 227 9229,Gg. Merdeka No. 00,Jakarta Utara,Jakarta
585,PT Nasyiah Namaga (Persero) Tbk,+62 (81) 727-0262,Gang Kebonjati No. 99,Tangerang,Banten
586,PT Palastri Adriansyah,083 430 7996,Gg. Joyoboyo No. 60,Tangerang Selatan,Banten
587,Perum Hutapea Nugroho,+62 (0558) 973 7101,Gang Cikutra Timur No. 164,Jakarta Utara,Jakarta
588,CV Megantara Adriansyah,+62 (82) 598 7906,Jl. H.J Maemunah No. 325,Jakarta Timur,Jakarta
589,CV Ardianto Budiyanto Tbk,+62-799-969-8340,Gg. Pasteur No. 101,Bekasi,Jawa Barat
590,PT Megantara Tbk,(0279) 461-3591,Jl. Surapati No. 21,Tangerang Selatan,Banten
591,PT Adriansyah (Persero) Tbk,+62-379-712-8369,Jl. Indragiri No. 27,Jakarta Barat,Jakarta
592,UD Anggriawan Tbk,+62-237-625-8746,Gg. H.J Maemunah No. 235,Jakarta Selatan,Jakarta
593,UD Nababan Siregar Tbk,+62 (97) 995 2647,Jalan PHH. Mustofa No. 101,Tangerang,Banten
594,Perum Thamrin (Persero) Tbk,+62-0196-109-2264,Jalan Gedebage Selatan No. 157,Jakarta Barat,Jakarta
595,UD Pradipta Tarihoran (Persero) Tbk,+62-017-003-7405,Gg. Suniaraja No. 0,Tangerang,Banten
596,Perum Rahimah Mandasari Tbk,+62 (084) 693 5421,Jl. Laswi No. 5,Bekasi,Jawa Barat
597,PT Napitupulu Tarihoran Tbk,(092) 633 6457,Gg. Dipatiukur No. 86,Jakarta Pusat,Jakarta
598,Perum Pertiwi Yuniar,(008) 735 1710,Gg. Peta No. 41,Bekasi,Jawa Barat
599,Perum Simanjuntak (Persero) Tbk,+62 (091) 748 3534,Gg. Cikutra Timur No. 825,Jakarta Timur,Jakarta
600,CV Widodo Wastuti Tbk,0824695843,Jl. BKR No. 6,Bogor,Jawa Barat
601,Perum Wahyudin Usada,(0345) 849 1282,Gang Dipenogoro No. 8,Jakarta Selatan,Jakarta
602,UD Firgantoro Tbk,(059) 622-8196,Jalan Cihampelas No. 967,Depok,Jawa Barat
603,CV Rajasa,+62-069-490-6923,Gg. Kutisari Selatan No. 90,Jakarta Utara,Jakarta
604,Perum Wacana Lailasari (Persero) Tbk,+62-076-149-0085,Jalan Suniaraja No. 42,Jakarta Pusat,Jakarta
605,UD Tarihoran Mustofa,(0525) 987 7334,Gang Dipenogoro No. 1,Jakarta Barat,Jakarta
606,PT Purwanti (Persero) Tbk,+62 (011) 318 1350,Gang Sukabumi No. 2,Tangerang Selatan,Banten
607,PT Namaga (Persero) Tbk,(092) 083 6362,Gg. Moch. Toha No. 7,Jakarta Timur,Jakarta
608,UD Nainggolan (Persero) Tbk,+62 (0779) 000-2404,Jl. Gardujati No. 1,Jakarta Selatan,Jakarta
609,PD Rahimah Santoso,(0359) 024 9155,Gang Peta No. 132,Jakarta Pusat,Jakarta
610,PT Pranowo,+62-04-970-8030,Jalan Lembong No. 2,Jakarta Timur,Jakarta
611,CV Usada Tbk,+62 (037) 629 9568,Jl. Pacuan Kuda No. 9,Bekasi,Jawa Barat
612,PD Pranowo Tbk,(0306) 655 3874,Jl. Ahmad Yani No. 8,Depok,Jawa Barat
613,UD Agustina (Persero) Tbk,+62 (83) 104-5838,Jalan Kutai No. 9,Tangerang Selatan,Banten
614,Perum Iswahyudi Mayasari (Persero) Tbk,+62 (10) 462 4700,Jalan M.H Thamrin No. 8,Jakarta Utara,Jakarta
615,PT Megantara Situmorang,+62 (0517) 027 2886,Jalan Cihampelas No. 2,Bekasi,Jawa Barat
616,CV Maheswara Pudjiastuti Tbk,(0420) 348 8954,Gg. Gegerkalong Hilir No. 14,Jakarta Timur,Jakarta
617,UD Utami (Persero) Tbk,+62-0369-893-0268,Gang Indragiri No. 315,Jakarta Timur,Jakarta
618,Perum Waskita (Persero) Tbk,(044) 645 0464,Jl. K.H. Wahid Hasyim No. 353,Jakarta Barat,Jakarta
619,PD Safitri Padmasari Tbk,+62-0029-140-2272,Gang Jend. Sudirman No. 2,Jakarta Pusat,Jakarta
620,PD Saragih Wacana,+62 (524) 121 7043,Gg. Ronggowarsito No. 005,Depok,Jawa Barat
621,Perum Ardianto (Persero) Tbk,+62-24-915-1805,Gang Jakarta No. 55,Jakarta Selatan,Jakarta
622,PD Nasyiah Tbk,+62-57-256-3530,Gg. Kutisari Selatan No. 320,Jakarta Timur,Jakarta
623,PT Pangestu Tbk,+62-18-886-7208,Gang Sukajadi No. 88,Jakarta Timur,Jakarta
624,UD Mandala,(0405) 306-3707,Jalan Bangka Raya No. 0,Jakarta Barat,Jakarta
625,CV Rajata Yulianti,+62 (306) 240-5789,Gg. Cikutra Barat No. 1,Tangerang Selatan,Banten
626,PD Mayasari Tbk,+62 (015) 190-4278,Jalan PHH. Mustofa No. 2,Tangerang Selatan,Banten
627,CV Natsir,+62 (53) 680-5269,Gang Lembong No. 1,Jakarta Barat,Jakarta
628,UD Prasasta (Persero) Tbk,085 160 3479,Gg. Yos Sudarso No. 86,Jakarta Timur,Jakarta
629,UD Maheswara,+62-56-878-8382,Jl. Cikutra Timur No. 011,Tangerang,Banten
630,Perum Nuraini,+62 (0780) 908-2360,Jl. Rajawali Barat No. 98,Jakarta Timur,Jakarta
631,UD Agustina Yulianti (Persero) Tbk,+62 (043) 369-5357,Gang Gegerkalong Hilir No. 75,Bekasi,Jawa Barat
632,Perum Hutasoit (Persero) Tbk,+62 (022) 316 3823,Gg. Astana Anyar No. 5,Bekasi,Jawa Barat
633,CV Wasita Tbk,0837881389,Gang Dr. Djunjunan No. 563,Jakarta Timur,Jakarta
634,Perum Najmudin Zulkarnain,+62-59-813-4091,Gg. Jend. A. Yani No. 5,Jakarta Timur,Jakarta
635,UD Dabukke Sirait,(0429) 218 2009,Jl. H.J Maemunah No. 13,Tangerang Selatan,Banten
636,PD Pranowo Padmasari (Persero) Tbk,+62 (037) 635-5443,Gg. BKR No. 63,Jakarta Selatan,Jakarta
637,PD Suartini Zulkarnain Tbk,+62-293-153-3321,Gang Rajiman No. 6,Tangerang,Banten
638,PD Mandasari Nuraini (Persero) Tbk,+62-226-258-4430,Gg. Jend. A. Yani No. 13,Jakarta Timur,Jakarta
639,UD Wijayanti (Persero) Tbk,(057) 581-0643,Jalan Rawamangun No. 563,Tangerang Selatan,Banten
640,PD Sitompul Wahyudin,+62 (11) 809 6611,Jl. K.H. Wahid Hasyim No. 758,Jakarta Selatan,Jakarta
641,PT Anggriawan Mahendra,(0381) 908-2865,Jalan Raya Ujungberung No. 615,Tangerang,Banten
642,PD Usamah (Persero) Tbk,(063) 062 8738,Gang Rumah Sakit No. 93,Jakarta Timur,Jakarta
643,PT Astuti,(0276) 711 9721,Gg. Kutai No. 3,Jakarta Barat,Jakarta
644,Perum Aryani Hutagalung,+62 (0109) 891-5169,Gg. R.E Martadinata No. 8,Jakarta Timur,Jakarta
645,PT Yuniar,+62 (302) 599 2263,Gg. Cempaka No. 52,Jakarta Barat,Jakarta
646,CV Rajasa Habibi,+62-062-894-5916,Gang Cikutra Timur No. 209,Tangerang,Banten
647,PD Prastuti,+62-45-978-3075,Jalan Abdul Muis No. 652,Jakarta Timur,Jakarta
648,Perum Nuraini,+62 (046) 496-3495,Gang Kiaracondong No. 3,Tangerang,Banten
649,PD Damanik Pangestu (Persero) Tbk,+62 (592) 999 3049,Jalan Joyoboyo No. 745,Jakarta Utara,Jakarta
650,Perum Rahimah,+62-067-132-2628,Gg. Pasirkoja No. 69,Jakarta Timur,Jakarta
651,CV Widiastuti Pradipta,(0012) 806-7812,Gang Suryakencana No. 46,Bekasi,Jawa Barat
652,Perum Yolanda,+62 (18) 253 8730,Gg. M.H Thamrin No. 013,Jakarta Utara,Jakarta
653,PT Marbun Rahimah,+62-03-211-1189,Jalan Setiabudhi No. 9,Tangerang Selatan,Banten
654,Perum Prasetyo Firmansyah,+62 (14) 670 5727,Gang Moch. Toha No. 8,Jakarta Utara,Jakarta
655,PD Winarno Suwarno (Persero) Tbk,+62 (65) 652 4803,Jl. Kutisari Selatan No. 329,Jakarta Barat,Jakarta
656,PT Mayasari Pradipta Tbk,+62-0791-045-3169,Gg. Cihampelas No. 009,Depok,Jawa Barat
657,CV Santoso Firgantoro (Persero) Tbk,(0381) 384-8946,Jalan BKR No. 07,Jakarta Utara,Jakarta
658,Perum Napitupulu Winarsih Tbk,+62-008-186-3862,Gang Stasiun Wonokromo No. 15,Jakarta Barat,Jakarta
659,PT Nashiruddin (Persero) Tbk,+62-0514-260-9341,Jl. Otto Iskandardinata No. 98,Jakarta Utara,Jakarta
660,PT Nugroho,(047) 418-5853,Gg. Ahmad Yani No. 6,Depok,Jawa Barat
661,Perum Narpati Yolanda,+62 (900) 408-2291,Gang Pasirkoja No. 6,Tangerang,Banten
662,UD Sihotang Tbk,081 461 6692,Jalan Veteran No. 620,Bekasi,Jawa Barat
663,PT Suryatmi Gunarto,+62 (0825) 367 1278,Jl. S. Parman No. 238,Tangerang,Banten
664,PD Oktaviani Sudiati Tbk,+62-0092-201-5379,Jl. M.H Thamrin No. 43,Jakarta Utara,Jakarta
665,PT Sudiati Tbk,+62 (56) 282-5624,Gg. KH Amin Jasuta No. 515,Jakarta Utara,Jakarta
666,PT Nuraini (Persero) Tbk,+62 (549) 604 2834,Gang S. Parman No. 80,Tangerang Selatan,Banten
667,UD Kuswoyo,(067) 911-9183,Gang Veteran No. 576,Bogor,Jawa Barat
668,PD Utami Hutasoit Tbk,+62 (16) 163 8609,Jalan Bangka Raya No. 567,Depok,Jawa Barat
669,PD Sitorus Rajata,+62-0204-243-2142,Jl. Gegerkalong Hilir No. 904,Tangerang,Banten
670,Perum Laksmiwati,+62-59-979-5530,Jl. Dipatiukur No. 3,Bekasi,Jawa Barat
671,PT Wasita Prastuti,0888556347,Gg. Jend. A. Yani No. 29,Jakarta Pusat,Jakarta
672,PD Sirait Saptono Tbk,0863044835,Jalan Jamika No. 8,Bekasi,Jawa Barat
673,PD Sitompul (Persero) Tbk,+62-805-110-2046,Jalan Cihampelas No. 453,Jakarta Timur,Jakarta
674,Perum Saptono Haryanto (Persero) Tbk,+62 (72) 817-1089,Gg. Cihampelas No. 829,Jakarta Selatan,Jakarta
675,UD Rajata (Persero) Tbk,+62 (317) 155 7776,Jl. Dipenogoro No. 7,Jakarta Barat,Jakarta
676,PT Natsir,+62 (0671) 754-8553,Jalan Merdeka No. 231,Jakarta Timur,Jakarta
677,CV Lazuardi,+62 (074) 842-6443,Jalan Erlangga No. 8,Jakarta Selatan,Jakarta
678,UD Thamrin Iswahyudi,+62 (0390) 334 4155,Gg. Pasir Koja No. 73,Jakarta Timur,Jakarta
679,Perum Marpaung Santoso,(098) 786 4779,Jalan Dipenogoro No. 01,Depok,Jawa Barat
680,PT Sihombing (Persero) Tbk,+62 (084) 680-3834,Jalan Laswi No. 115,Jakarta Barat,Jakarta
681,PD Riyanti (Persero) Tbk,+62 (32) 993-9825,Gang Soekarno Hatta No. 644,Jakarta Barat,Jakarta
682,PD Narpati Utama Tbk,+62 (96) 119 9697,Jl. Pasirkoja No. 96,Tangerang,Banten
683,CV Adriansyah Tbk,+62 (83) 245-0867,Gg. Ronggowarsito No. 04,Jakarta Barat,Jakarta
684,UD Ramadan Irawan Tbk,+62 (226) 521-6440,Gg. Soekarno Hatta No. 53,Jakarta Selatan,Jakarta
685,PD Prasasta Haryanto,(0270) 319-9827,Jl. Abdul Muis No. 54,Depok,Jawa Barat
686,PD Purnawati (Persero) Tbk,(0048) 019-4062,Jalan Ahmad Dahlan No. 42,Jakarta Barat,Jakarta
687,PD Dabukke Usada Tbk,(0597) 334-4941,Gg. PHH. Mustofa No. 8,Bekasi,Jawa Barat
688,UD Januar (Persero) Tbk,(095) 813-4130,Gg. Sadang Serang No. 39,Jakarta Timur,Jakarta
689,UD Marbun Mayasari,+62 (86) 952 9940,Jl. M.T Haryono No. 445,Bekasi,Jawa Barat
690,PT Nurdiyanti Anggraini Tbk,+62 (52) 429 5229,Jalan Suniaraja No. 6,Jakarta Timur,Jakarta
691,PD Nasyidah Wibisono (Persero) Tbk,+62-0578-362-7272,Jl. R.E Martadinata No. 1,Jakarta Pusat,Jakarta
692,UD Padmasari,+62-087-812-9012,Gg. Tebet Barat Dalam No. 935,Jakarta Selatan,Jakarta
693,CV Thamrin Wahyuni Tbk,(0710) 153-9296,Gg. Joyoboyo No. 50,Depok,Jawa Barat
694,UD Prasasta (Persero) Tbk,085 333 6609,Gg. Tubagus Ismail No. 352,Tangerang Selatan,Banten
695,PT Halimah Pangestu (Persero) Tbk,+62 (0066) 206 7401,Gg. Yos Sudarso No. 50,Jakarta Utara,Jakarta
696,PD Usada Tbk,+62 (547) 576-4765,Jalan Laswi No. 99,Jakarta Timur,Jakarta
697,UD Hariyah Winarno (Persero) Tbk,+62 (425) 405 9649,Gg. Ahmad Dahlan No. 049,Jakarta Pusat,Jakarta
698,CV Natsir Tbk,+62 (210) 951-6869,Jalan Raya Setiabudhi No. 5,Jakarta Utara,Jakarta
699,Perum Wastuti,+62 (093) 262 3839,Gang Wonoayu No. 669,Jakarta Selatan,Jakarta
700,Perum Tampubolon Hutagalung,0802676985,Jl. Pasteur No. 82,Jakarta Utara,Jakarta
701,UD Andriani Mansur (Persero) Tbk,+62 (070) 922-9840,Gg. Siliwangi No. 3,Tangerang,Banten
702,Perum Wacana,086 516 9006,Gg. Cikutra Barat No. 550,Jakarta Selatan,Jakarta
703,UD Saptono Hidayat (Persero) Tbk,+62-0268-194-5488,Gang Ahmad Yani No. 28,Tangerang Selatan,Banten
704,PD Fujiati (Persero) Tbk,085 961 2241,Jl. Ahmad Dahlan No. 827,Tangerang Selatan,Banten
705,UD Utami (Persero) Tbk,(0452) 313-1118,Gg. Cempaka No. 21,Tangerang,Banten
706,PT Nurdiyanti,+62 (0133) 524 8505,Jl. BKR No. 0,Jakarta Barat,Jakarta
707,UD Wahyuni Permata,(0768) 870-0096,Jl. Antapani Lama No. 56,Jakarta Timur,Jakarta
708,PT Wijayanti (Persero) Tbk,(015) 351-5487,Gang Ciumbuleuit No. 5,Depok,Jawa Barat
709,CV Widiastuti Wijayanti (Persero) Tbk,082 677 4414,Gg. Gegerkalong Hilir No. 4,Jakarta Timur,Jakarta
710,PD Sitorus Dabukke,+62-044-017-4193,Jalan Yos Sudarso No. 089,Jakarta Barat,Jakarta
711,PT Najmudin Gunarto,+62-280-218-8687,Gg. Kutisari Selatan No. 23,Tangerang,Banten
712,UD Mustofa Dabukke Tbk,+62 (23) 061-7906,Gg. Kebonjati No. 92,Jakarta Barat,Jakarta
713,PT Tampubolon Winarno Tbk,+62 (089) 187-5104,Jl. Pasirkoja No. 5,Bogor,Jawa Barat
714,UD Mansur Prasetya,0884331909,Gang Ciumbuleuit No. 9,Bogor,Jawa Barat
715,UD Lazuardi Laksita,+62-0779-132-9537,Jl. Joyoboyo No. 4,Depok,Jawa Barat
716,CV Prastuti Pradana,+62-98-251-4657,Jl. Ahmad Yani No. 22,Depok,Jawa Barat
717,PT Prabowo Tarihoran,0857572909,Jl. Gardujati No. 7,Tangerang Selatan,Banten
718,PD Andriani,087 596 3625,Gg. Ciwastra No. 49,Jakarta Barat,Jakarta
719,CV Jailani Wahyudin,+62 (0645) 900 7027,Gang Kutai No. 6,Tangerang,Banten
720,Perum Sihombing Tbk,+62 (005) 527-5239,Jalan Otto Iskandardinata No. 44,Jakarta Pusat,Jakarta
721,UD Agustina Gunarto,+62 (099) 954 2245,Gg. Cempaka No. 994,Jakarta Timur,Jakarta
722,CV Damanik Prabowo,+62 (59) 073-2295,Gang Rawamangun No. 637,Jakarta Utara,Jakarta
723,CV Zulkarnain Adriansyah,+62-774-002-1061,Gang Cempaka No. 3,Jakarta Selatan,Jakarta
724,PD Siregar Aryani,+62 (235) 289 3103,Gg. M.H Thamrin No. 285,Jakarta Utara,Jakarta
725,CV Mansur,+62 (44) 511 7331,Gang Rajawali Timur No. 423,Tangerang,Banten
726,PD Prabowo Prasetyo Tbk,+62-0590-318-2273,Gg. K.H. Wahid Hasyim No. 9,Jakarta Selatan,Jakarta
727,UD Gunawan (Persero) Tbk,(074) 472 2190,Gg. Kapten Muslihat No. 6,Bekasi,Jawa Barat
728,UD Prakasa Tbk,+62-006-384-1754,Jl. Ciumbuleuit No. 14,Tangerang,Banten
729,Perum Megantara Novitasari,(0576) 470 6781,Jalan Ahmad Yani No. 091,Bogor,Jawa Barat
730,Perum Dabukke Rahayu Tbk,+62 (60) 811-2427,Gang Astana Anyar No. 0,Jakarta Timur,Jakarta
731,PD Napitupulu Marbun,+62 (0190) 190 2921,Jalan Rajiman No. 23,Depok,Jawa Barat
732,Perum Usamah,(0824) 187-2406,Jalan Stasiun Wonokromo No. 741,Jakarta Barat,Jakarta
733,UD Lazuardi Tbk,+62 (0224) 554-7229,Jl. Waringin No. 171,Jakarta Timur,Jakarta
734,Perum Maryadi Sitompul,+62 (047) 692 0855,Jl. Astana Anyar No. 8,Jakarta Selatan,Jakarta
735,PD Suwarno Haryanti,083 576 1879,Gg. Dipatiukur No. 49,Depok,Jawa Barat
736,Perum Pranowo,+62 (53) 037-5956,Gg. Ronggowarsito No. 1,Bekasi,Jawa Barat
737,PD Andriani Widodo,+62-35-675-5195,Jalan Bangka Raya No. 6,Jakarta Timur,Jakarta
738,Perum Manullang,+62 (39) 385 0691,Jalan Cihampelas No. 98,Jakarta Barat,Jakarta
739,UD Novitasari Narpati,(011) 186 1346,Jl. Kiaracondong No. 68,Jakarta Timur,Jakarta
